date,county,cases,cases_rate,cases_avg_new,cases_avg_new_rate,cases_cume,cases_cume_rate
2020-09-11T00:00:00.000,Butler,7,3.7,9.6,5.1,944,502.5
2020-09-10T00:00:00.000,Butler,12,6.4,13,6.9,937,498.8
2020-09-09T00:00:00.000,Butler,9,4.8,12.6,6.7,925,492.4
2020-09-08T00:00:00.000,Butler,24,12.8,14.1,7.5,916,487.6
2020-09-07T00:00:00.000,Butler,1,0.5,12.3,6.5,892,474.8
2020-09-06T00:00:00.000,Butler,9,4.8,13.1,7,891,474.3
2020-09-05T00:00:00.000,Butler,5,2.7,12.6,6.7,882,469.5
2020-09-04T00:00:00.000,Butler,31,16.5,12.1,6.5,877,466.9
2020-09-03T00:00:00.000,Butler,9,4.8,9.4,5,846,450.4
2020-09-02T00:00:00.000,Butler,20,10.6,9.3,4.9,837,445.6
2020-09-01T00:00:00.000,Butler,11,5.9,6.7,3.6,817,434.9
2020-08-31T00:00:00.000,Butler,7,3.7,6,3.2,806,429.1
2020-08-30T00:00:00.000,Butler,5,2.7,5.7,3,799,425.3
2020-08-29T00:00:00.000,Butler,2,1.1,5.1,2.7,794,422.7
2020-08-28T00:00:00.000,Butler,12,6.4,5.1,2.7,792,421.6
2020-08-27T00:00:00.000,Butler,8,4.3,3.9,2.1,780,415.2
2020-08-26T00:00:00.000,Butler,2,1.1,3.7,2,772,411
2020-08-25T00:00:00.000,Butler,6,3.2,4,2.1,770,409.9
2020-08-24T00:00:00.000,Butler,5,2.7,3.6,1.9,764,406.7
2020-08-23T00:00:00.000,Butler,1,0.5,3.7,2,759,404
2020-08-22T00:00:00.000,Butler,2,1.1,4.4,2.4,758,403.5
2020-08-21T00:00:00.000,Butler,3,1.6,5,2.7,756,402.4
2020-08-20T00:00:00.000,Butler,7,3.7,5.1,2.7,753,400.8
2020-08-19T00:00:00.000,Butler,4,2.1,4.4,2.4,746,397.1
2020-08-18T00:00:00.000,Butler,3,1.6,5.6,3,742,395
2020-08-17T00:00:00.000,Butler,6,3.2,7.9,4.2,739,393.4
2020-08-16T00:00:00.000,Butler,6,3.2,7.9,4.2,733,390.2
2020-08-15T00:00:00.000,Butler,6,3.2,8.3,4.4,727,387
2020-08-14T00:00:00.000,Butler,4,2.1,8.3,4.4,721,383.8
2020-08-13T00:00:00.000,Butler,2,1.1,9,4.8,717,381.7
2020-08-12T00:00:00.000,Butler,12,6.4,9.9,5.2,715,380.6
2020-08-11T00:00:00.000,Butler,19,10.1,10.3,5.5,703,374.2
2020-08-10T00:00:00.000,Butler,6,3.2,8.6,4.6,684,364.1
2020-08-09T00:00:00.000,Butler,9,4.8,8.9,4.7,678,360.9
2020-08-08T00:00:00.000,Butler,6,3.2,8,4.3,669,356.1
2020-08-07T00:00:00.000,Butler,9,4.8,7.6,4,663,352.9
2020-08-06T00:00:00.000,Butler,8,4.3,7,3.7,654,348.1
2020-08-05T00:00:00.000,Butler,15,8,6.9,3.7,646,343.9
2020-08-04T00:00:00.000,Butler,7,3.7,5.9,3.1,631,335.9
2020-08-03T00:00:00.000,Butler,8,4.3,6.3,3.3,624,332.2
2020-08-02T00:00:00.000,Butler,3,1.6,7.3,3.9,616,327.9
2020-08-01T00:00:00.000,Butler,3,1.6,7.7,4.1,613,326.3
2020-07-31T00:00:00.000,Butler,5,2.7,8.9,4.7,610,324.7
2020-07-30T00:00:00.000,Butler,7,3.7,9.1,4.9,605,322.1
2020-07-29T00:00:00.000,Butler,8,4.3,10.1,5.4,598,318.3
2020-07-28T00:00:00.000,Butler,10,5.3,10.1,5.4,590,314.1
2020-07-27T00:00:00.000,Butler,15,8,10,5.3,580,308.8
2020-07-26T00:00:00.000,Butler,6,3.2,11.1,5.9,565,300.8
2020-07-25T00:00:00.000,Butler,11,5.9,11,5.9,559,297.6
2020-07-24T00:00:00.000,Butler,7,3.7,10,5.3,548,291.7
2020-07-23T00:00:00.000,Butler,14,7.5,10.3,5.5,541,288
2020-07-22T00:00:00.000,Butler,8,4.3,10.1,5.4,527,280.5
2020-07-21T00:00:00.000,Butler,9,4.8,10.4,5.6,519,276.3
2020-07-20T00:00:00.000,Butler,23,12.2,9.4,5,510,271.5
2020-07-19T00:00:00.000,Butler,5,2.7,8.1,4.3,487,259.2
2020-07-18T00:00:00.000,Butler,4,2.1,8.1,4.3,482,256.6
2020-07-17T00:00:00.000,Butler,9,4.8,9.3,4.9,478,254.5
2020-07-16T00:00:00.000,Butler,13,6.9,8.9,4.7,469,249.7
2020-07-15T00:00:00.000,Butler,10,5.3,8,4.3,456,242.7
2020-07-14T00:00:00.000,Butler,2,1.1,7.7,4.1,446,237.4
2020-07-13T00:00:00.000,Butler,14,7.5,9.9,5.2,444,236.4
2020-07-12T00:00:00.000,Butler,5,2.7,10.1,5.4,430,228.9
2020-07-11T00:00:00.000,Butler,12,6.4,10.9,5.8,425,226.2
2020-07-10T00:00:00.000,Butler,6,3.2,10,5.3,413,219.9
2020-07-09T00:00:00.000,Butler,7,3.7,10.4,5.6,407,216.7
2020-07-08T00:00:00.000,Butler,8,4.3,11,5.9,400,212.9
2020-07-07T00:00:00.000,Butler,17,9,11,5.9,392,208.7
2020-07-06T00:00:00.000,Butler,16,8.5,9.3,4.9,375,199.6
2020-07-05T00:00:00.000,Butler,10,5.3,7.6,4,359,191.1
2020-07-04T00:00:00.000,Butler,6,3.2,7.3,3.9,349,185.8
2020-07-03T00:00:00.000,Butler,9,4.8,7,3.7,343,182.6
2020-07-02T00:00:00.000,Butler,11,5.9,6.6,3.5,334,177.8
2020-07-01T00:00:00.000,Butler,8,4.3,5.6,3,323,171.9
2020-06-30T00:00:00.000,Butler,5,2.7,4.9,2.6,315,167.7
2020-06-29T00:00:00.000,Butler,4,2.1,4.6,2.4,310,165
2020-06-28T00:00:00.000,Butler,8,4.3,4.6,2.4,306,162.9
2020-06-27T00:00:00.000,Butler,4,2.1,3.7,2,298,158.6
2020-06-26T00:00:00.000,Butler,6,3.2,4,2.1,294,156.5
2020-06-25T00:00:00.000,Butler,4,2.1,3.1,1.7,288,153.3
2020-06-24T00:00:00.000,Butler,3,1.6,2.7,1.4,284,151.2
2020-06-23T00:00:00.000,Butler,3,1.6,2.3,1.2,281,149.6
2020-06-22T00:00:00.000,Butler,4,2.1,2.3,1.2,278,148
2020-06-21T00:00:00.000,Butler,2,1.1,1.9,1,274,145.9
2020-06-20T00:00:00.000,Butler,6,3.2,1.7,0.9,272,144.8
2020-06-19T00:00:00.000,Butler,0,0,0.9,0.5,266,141.6
2020-06-18T00:00:00.000,Butler,1,0.5,1,0.5,266,141.6
2020-06-17T00:00:00.000,Butler,0,0,1.1,0.6,265,141.1
2020-06-16T00:00:00.000,Butler,3,1.6,1.7,0.9,265,141.1
2020-06-15T00:00:00.000,Butler,1,0.5,1.6,0.8,262,139.5
2020-06-14T00:00:00.000,Butler,1,0.5,1.7,0.9,261,138.9
2020-06-13T00:00:00.000,Butler,0,0,1.6,0.8,260,138.4
2020-06-12T00:00:00.000,Butler,1,0.5,2,1.1,260,138.4
2020-06-11T00:00:00.000,Butler,2,1.1,2.6,1.4,259,137.9
2020-06-10T00:00:00.000,Butler,4,2.1,2.3,1.2,257,136.8
2020-06-09T00:00:00.000,Butler,2,1.1,2.3,1.2,253,134.7
2020-06-08T00:00:00.000,Butler,2,1.1,2.6,1.4,251,133.6
2020-06-07T00:00:00.000,Butler,0,0,2.3,1.2,249,132.6
2020-06-06T00:00:00.000,Butler,3,1.6,2.3,1.2,249,132.6
2020-06-05T00:00:00.000,Butler,5,2.7,2,1.1,246,131
2020-06-04T00:00:00.000,Butler,0,0,1.6,0.8,241,128.3
2020-06-03T00:00:00.000,Butler,4,2.1,1.7,0.9,241,128.3
2020-06-02T00:00:00.000,Butler,4,2.1,1.4,0.8,237,126.2
2020-06-01T00:00:00.000,Butler,0,0,1,0.5,233,124
2020-05-31T00:00:00.000,Butler,0,0,1.1,0.6,233,124
2020-05-30T00:00:00.000,Butler,1,0.5,1.7,0.9,233,124
2020-05-29T00:00:00.000,Butler,2,1.1,2,1.1,232,123.5
2020-05-28T00:00:00.000,Butler,1,0.5,2.7,1.4,230,122.4
2020-05-27T00:00:00.000,Butler,2,1.1,2.6,1.4,229,121.9
2020-05-26T00:00:00.000,Butler,1,0.5,2.4,1.3,227,120.8
2020-05-25T00:00:00.000,Butler,1,0.5,2.6,1.4,226,120.3
2020-05-24T00:00:00.000,Butler,4,2.1,2.7,1.4,225,119.8
2020-05-23T00:00:00.000,Butler,3,1.6,2.1,1.1,221,117.6
2020-05-22T00:00:00.000,Butler,7,3.7,1.9,1,218,116
2020-05-21T00:00:00.000,Butler,0,0,0.9,0.5,211,112.3
2020-05-20T00:00:00.000,Butler,1,0.5,1.3,0.7,211,112.3
2020-05-19T00:00:00.000,Butler,2,1.1,1.3,0.7,210,111.8
2020-05-18T00:00:00.000,Butler,2,1.1,1.1,0.6,208,110.7
2020-05-17T00:00:00.000,Butler,0,0,1.1,0.6,206,109.7
2020-05-16T00:00:00.000,Butler,1,0.5,1.1,0.6,206,109.7
2020-05-15T00:00:00.000,Butler,0,0,1.1,0.6,205,109.1
2020-05-14T00:00:00.000,Butler,3,1.6,1.4,0.8,205,109.1
2020-05-13T00:00:00.000,Butler,1,0.5,1.3,0.7,202,107.5
2020-05-12T00:00:00.000,Butler,1,0.5,1.6,0.8,201,107
2020-05-11T00:00:00.000,Butler,2,1.1,1.7,0.9,200,106.5
2020-05-10T00:00:00.000,Butler,0,0,1.7,0.9,198,105.4
2020-05-09T00:00:00.000,Butler,1,0.5,1.7,0.9,198,105.4
2020-05-08T00:00:00.000,Butler,2,1.1,1.7,0.9,197,104.9
2020-05-07T00:00:00.000,Butler,2,1.1,1.7,0.9,195,103.8
2020-05-06T00:00:00.000,Butler,3,1.6,1.7,0.9,193,102.7
2020-05-05T00:00:00.000,Butler,2,1.1,1.6,0.8,190,101.1
2020-05-04T00:00:00.000,Butler,2,1.1,1.6,0.8,188,100.1
2020-05-03T00:00:00.000,Butler,0,0,2,1.1,186,99
2020-05-02T00:00:00.000,Butler,1,0.5,2,1.1,186,99
2020-05-01T00:00:00.000,Butler,2,1.1,2.1,1.1,185,98.5
2020-04-30T00:00:00.000,Butler,2,1.1,1.9,1,183,97.4
2020-04-29T00:00:00.000,Butler,2,1.1,2.1,1.1,181,96.4
2020-04-28T00:00:00.000,Butler,2,1.1,2.1,1.1,179,95.3
2020-04-27T00:00:00.000,Butler,5,2.7,2.1,1.1,177,94.2
2020-04-26T00:00:00.000,Butler,0,0,1.4,0.8,172,91.6
2020-04-25T00:00:00.000,Butler,2,1.1,1.4,0.8,172,91.6
2020-04-24T00:00:00.000,Butler,0,0,1.3,0.7,170,90.5
2020-04-23T00:00:00.000,Butler,4,2.1,1.6,0.8,170,90.5
2020-04-22T00:00:00.000,Butler,2,1.1,1.3,0.7,166,88.4
2020-04-21T00:00:00.000,Butler,2,1.1,1.7,0.9,164,87.3
2020-04-20T00:00:00.000,Butler,0,0,2.4,1.3,162,86.2
2020-04-19T00:00:00.000,Butler,0,0,2.7,1.4,162,86.2
2020-04-18T00:00:00.000,Butler,1,0.5,3.7,2,162,86.2
2020-04-17T00:00:00.000,Butler,2,1.1,3.9,2.1,161,85.7
2020-04-16T00:00:00.000,Butler,2,1.1,4.9,2.6,159,84.6
2020-04-15T00:00:00.000,Butler,5,2.7,6.1,3.3,157,83.6
2020-04-14T00:00:00.000,Butler,7,3.7,5.4,2.9,152,80.9
2020-04-13T00:00:00.000,Butler,2,1.1,5.1,2.7,145,77.2
2020-04-12T00:00:00.000,Butler,7,3.7,7.3,3.9,143,76.1
2020-04-11T00:00:00.000,Butler,2,1.1,6.9,3.7,136,72.4
2020-04-10T00:00:00.000,Butler,9,4.8,7,3.7,134,71.3
2020-04-09T00:00:00.000,Butler,11,5.9,7,3.7,125,66.5
2020-04-08T00:00:00.000,Butler,0,0,6.3,3.3,114,60.7
2020-04-07T00:00:00.000,Butler,5,2.7,7,3.7,114,60.7
2020-04-06T00:00:00.000,Butler,17,9,6.9,3.7,109,58
2020-04-05T00:00:00.000,Butler,4,2.1,6,3.2,92,49
2020-04-04T00:00:00.000,Butler,3,1.6,5.7,3,88,46.8
2020-04-03T00:00:00.000,Butler,9,4.8,6.3,3.3,85,45.2
2020-04-02T00:00:00.000,Butler,6,3.2,7.3,3.9,76,40.5
2020-04-01T00:00:00.000,Butler,5,2.7,7.3,3.9,70,37.3
2020-03-31T00:00:00.000,Butler,4,2.1,7.4,4,65,34.6
2020-03-30T00:00:00.000,Butler,11,5.9,7.7,4.1,61,32.5
2020-03-29T00:00:00.000,Butler,2,1.1,6.4,3.4,50,26.6
2020-03-28T00:00:00.000,Butler,7,3.7,6.7,3.6,48,25.6
2020-03-27T00:00:00.000,Butler,16,8.5,5.7,3,41,21.8
2020-03-26T00:00:00.000,Butler,6,3.2,3.6,1.9,25,13.3
2020-03-25T00:00:00.000,Butler,6,3.2,2.7,1.4,19,10.1
2020-03-24T00:00:00.000,Butler,6,3.2,1.9,1,13,6.9
2020-03-23T00:00:00.000,Butler,2,1.1,1,0.5,7,3.7
2020-03-22T00:00:00.000,Butler,4,2.1,0.7,0.4,5,2.7
2020-03-21T00:00:00.000,Butler,0,0,0.1,0.1,1,0.5
2020-03-20T00:00:00.000,Butler,1,0.5,0.1,0.1,1,0.5
2020-03-19T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-18T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-17T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-16T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-15T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-14T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-13T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-12T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-11T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-10T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-09T00:00:00.000,Butler,0,0,0,0,0,0
2020-03-08T00:00:00.000,Butler,0,0,0,0,0,0
